description,code|1,code|1|type,code|2,code|2|type,code|3,code|3|type,code|4,code|4|type,setting,drug_unit_of_measurement,drug_type_of_measurement,standard_charge|gross,standard_charge|discounted_cash,payer_name,plan_name,modifiers,standard_charge|negotiated_dollar,standard_charge|negotiated_percentage,standard_charge|negotiated_algorithm,estimated_amount,standard_charge|min,standard_charge|max,standard_charge|methodology,additional_generic_notes,service|type,code|1|description,code|2|description,clinical_domain,pricing|discounted,pricing|gross,description_clean
CATHETER TORCON NB 5FR 100CM .038IN H1 BEACON TIP ADVANTAGE CEREBRAL NYLON S/S ANGIOGRAPHIC BX/5EA,SUP-374785,CDM,,,272.0,RC,,,inpatient,,,85.54,64.15,MGB HEALTH PLAN [150001],MGBHP ACO [15000117],,,,,,,,,,CDM,Unknown,Unknown,Unknown,4.127856911875333e-05,,catheter torcon nb 5fr 100cm 038in h1 beacon tip advantage cerebral nylon ss angiographic bx5ea
SPINE ROD 75X3MM EXTERNAL FIXATION CARBON FIBER MINI CS/4BX/4EA,SUP-16359,CDM,,,270.0,RC,,,outpatient,,,111.37,83.53,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS NEW ENGLAND ANTHEM NH [11000138],,,60.04,,66.87,,,percent of total billed charges,,CDM,Unknown,Unknown,Unknown,5.3750952491398165e-05,,spine rod 75x3mm external fixation carbon fiber mini cs4bx4ea
CATHETER ARMADA 3X120MM 150CM 18 PTA DILATION BALLOON OTW,SUP-474155,CDM,C1725,HCPCS,272.0,RC,,,outpatient,,,406.0,304.5,MGB HEALTH PLAN [150001],MGBHP HMO [15000102],,,36.2,,146.97,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,0.0001959605785932211,,catheter armada 3x120mm 150cm 18 pta dilation balloon otw
Dstrj Les Palate/Uvula Thermal Cryo/Chem,PX-75000050,CDM,42160,CPT,761.0,RC,,,inpatient,,,4114.0,3085.5,GENERIC MEDICARE REPLACEMENT [1010],CONNECTICARE MEDICARE REPLACEMENT [101002],,,,,,2008.14,2008.14,,,CPT,Unknown,Unknown,Unknown,0.0019857282854727504,,dstrj les palateuvula thermal cryochem
Inf Nucleic Acid Virus 6-11 Targets,PX-30001403,CDM,87632,CPT,306.0,RC,,,inpatient,,,3448.0,2586.0,HUMANA [1012],HUMANA HMO MEDICARE REPLACEMENT [101201],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.0016642651536545824,,inf nucleic acid virus 611 targets
SCREW BONE 2X12MM LOCKING TITANIUM VA SELF TAP T6 STARDRIVE RECESS,SUP-490251,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,365.19,273.89,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS OUT OF STATE MEDICAID [11000125],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00017626090599071032,,screw bone 2x12mm locking titanium va self tap t6 stardrive recess
Hepatitis C Antibody,PX-30001014,CDM,86803,CPT,302.0,RC,,,outpatient,,,194.0,145.5,HARVARD PILGRIM [120001],HPHC CONNECTORCARE [12000126],,42.26,,,42.26,13.98,87.26,fee schedule,,CPT,Unknown,Unknown,Unknown,9.363297507152202e-05,,hepatitis c antibody
CONDYLAR PLATE 70X235MM 14 HOLE 95DEG DCP SS ANGLED BLADE,SUP-14500,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,4085.87,3064.4,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS NEW ENGLAND ANTHEM CT [11000136],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0019721489619865377,,condylar plate 70x235mm 14 hole 95deg dcp ss angled blade
FEMUR PLATE PEDIATRIC NONLOCKING PEDILOC 1/3 TUBULAR 5 HOLE,SUP-494611,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,469.0,351.75,CENTERS OF EXCELLENCE [1026],AETNA TRANSPLANT [102601],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0002263692532246694,,femur plate pediatric nonlocking pediloc 13 tubular 5 hole
ELVITEG 150 MG-COB 150 MG-EMTRICIT 200 MG-TENOFO ALAFENAM 10 MG TABLET,RX-186052,CDM,25009999,HCPCS,250.0,RC,61958-1901-01,NDC,inpatient,1.0,UN,540.6,405.45,WELLSENSE [1003],WELLSENSE CARE ALLIANCE ACO [100318],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00026092895328199794,,elviteg 150 mgcob 150 mgemtricit 200 mgtenofo alafenam 10 mg tablet
Liver Transmedics Ex Vivo Perfusion Disposable Ide# G130019,PX-62400103,CDM,,,624.0,RC,,,outpatient,,,112500.0,84375.0,TRICARE [160005],TRICARE EAST REGION SELECT [16000507],,,,,112500.0,,,other,APC grouping requires price history; No contract line matched,CDM,Unknown,Unknown,Unknown,0.05430119826331651,,liver transmedics ex vivo perfusion disposable ide g130019
Valganciclovir Tab 450mg,PX-25000066,CDM,25000066,LOCAL,250.0,RC,,,outpatient,,,2.0,1.5,INTERNATIONAL COMMERCIAL [140001],CG CORALISLE COLONIAL [14000109],,,78.0,,1.56,,,percent of total billed charges,,LOCAL,Unknown,Unknown,Unknown,9.589190518700104e-07,,valganciclovir tab 450mg
CATHETER VENTRICULAR 1.3X2.5MM 5CM PS MEDICAL BARIUM IMPREGNATED RT ANGLE STANDARD,SUP-337606,CDM,C1889,HCPCS,278.0,RC,,,inpatient,,,331.91,248.93,WELLPOINT [1015],WELLPOINT GIC TOTAL CHOICE INDEMNITY [101501],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.000160197402947304,,catheter ventricular 13x25mm 5cm ps medical barium impregnated rt angle standard
R&B Loa,PX-18000001,CDM,18000001,LOCAL,180.0,RC,,,inpatient,,,3350.0,2512.5,VETERANS ADMINISTRATION [160006],VETERANS ADMINISTRATION OF NH [16000604],,,,,,,,,,LOCAL,Unknown,Unknown,Unknown,0.0016169627708945518,,rb loa
Bx Breast 1st Lesion US Imag,PX-76001932,CDM,19083,CPT,761.0,RC,,,outpatient,,,3582.0,2686.5,MEDICARE [2001],MEDICARE CLINICAL TRIAL RESTRICTED USE [200106],,158.54,,,158.54,158.54,2773.79,fee schedule,,CPT,Unknown,Unknown,Unknown,0.001728943921918298,,bx breast 1st lesion us imag
SPHINCTEROTOME DASH 6FR 450CM .025IN DOME TIP ACROBAT GUIDEWIRE STERILE DISP BX/1EA,SUP-437706,CDM,,,272.0,RC,,,outpatient,,,1578.5,1183.87,MGB HEALTH PLAN [150001],MGBHP EMPLOYEES FAMILY [15000110],,,38.0,,599.83,,,percent of total billed charges,,CDM,Unknown,Unknown,Unknown,0.0007618965830515639,,sphincterotome dash 6fr 450cm 025in dome tip acrobat guidewire sterile disp bx1ea
TIBIAL ENDCAP 10MM EXTENDED TIP NAIL EX TI GOLD T40 STARDRIVE 04.004.002S,SUP-179388,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,594.96,446.22,GENERIC COMMERCIAL [1009],GENERIC SNF [100923],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00028716729539256193,,tibial endcap 10mm extended tip nail ex ti gold t40 stardrive 04004002s
FLUOROURACIL 50 MG/ML INTRALESIONAL/INTRADERMAL INJECTION,RX-701614,CDM,J9190,HCPCS,636.0,RC,00000-0011-90,NDC,inpatient,1.0,ML,2.38,1.78,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS OUT OF STATE MEDICAID [11000125],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,1.1391186052415559e-06,,fluorouracil 50 mgml intralesionalintradermal injection
Legionella Antibody,PX-30000963,CDM,86713,CPT,302.0,RC,,,outpatient,,,248.0,186.0,HARVARD PILGRIM [120001],HPHC QUALITY LIMITED NTWK HMO [12000101],,60.69,,,60.69,14.99,114.87,fee schedule,,CPT,Unknown,Unknown,Unknown,0.00011969755332704914,,legionella antibody
SCREW TAP 135MM CORTICAL,SUP-508782,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,917.0,687.75,UNITED HEALTHCARE [1016],UNITED HARVARD PILGRIM PASSPORT PPO [101602],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00044260871727052405,,screw tap 135mm cortical
Carbamazepine (Tegretol) Free,PX-30000020,CDM,80157,CPT,301.0,RC,,,outpatient,,,158.0,118.5,HARVARD PILGRIM [120001],HARVARD PILGRIM HEALTH PLANS INC SELECT HMO [12000115],,35.35,,,35.35,12.99,99.46,fee schedule,,CPT,Unknown,Unknown,Unknown,7.625658956783727e-05,,carbamazepine tegretol free
PLATE CHIN JOWL SIZE 2 MITTELMAN GENIOMADIBULAR GROOVE STERILE,SUP-479808,CDM,,,278.0,RC,,,outpatient,,,386.25,289.69,CIGNA ALTERNATE [1018],TUFTS CIGNA CARELINK BLENDED [101807],,,93.02,,359.29,,,percent of total billed charges,,CDM,Unknown,Unknown,Unknown,0.00018642930935953327,,plate chin jowl size 2 mittelman geniomadibular groove sterile
SCREW BONE 4.5MMX26MM ARTHROSOPIC NON LOCKING CORTICAL FULLY THREADED CANNULATED SELF TAPPING DRILLING HEADLESS HEX DRIVE,SUP-112248,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,1673.0,1254.75,HUMANA [1012],HUMANA HMO MEDICARE REPLACEMENT [101201],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0008075128128479038,,screw bone 45mmx26mm arthrosopic non locking cortical fully threaded cannulated self tapping drilling headless hex drive
AMPICILLIN 500 MG SOLUTION FOR INJECTION,RX-474,CDM,J0290,HCPCS,636.0,RC,44567-0101-10,NDC,inpatient,2.0,ML,3.54,2.65,WELLPOINT [1015],WELLPOINT GIC TOTAL CHOICE INDEMNITY [101501],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,1.6990243603602868e-06,,ampicillin 500 mg solution injection
"ANTIHEMOPHILIC FVIII (ADVATE) 1,000 (+/-) UNIT INTRAVENOUS SOLUTION",RX-701128,CDM,J7192,HCPCS,636.0,RC,00944-3053-03,NDC,inpatient,1200.0,F2,9547.2,7160.4,HARVARD PILGRIM [120001],HARVARD PILGRIM SELECT OR ELEVATE [12000112],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.004608210999878861,,antihemophilic fviii advate 1000 unit intravenous solution
Trlml Balo Angiop Open/Perq W/Img S&I 1st Vein,PX-36000418,CDM,37248,CPT,361.0,RC,,,inpatient,,,8176.0,6132.0,MGB HEALTH PLAN [150001],MGBHP HMO MEDICARE REPLACEMENT [15000115],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.003946363783138513,,trlml balo angiop openperq wimg si 1st vein
PERAMPANEL 0.5 MG/ML ORAL SUSPENSION,RX-190230,CDM,25009999,HCPCS,259.0,RC,00000-0059-67,NDC,inpatient,4.0,ML,63.82,,CIGNA [1006],CIGNA MVP MEDICARE REPLACEMENT [100610],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,,,perampanel 05 mgml oral suspension
CATHETER BALLOON DILATATION 8FR 30MMX5 80CM PTS SIZING,SUP-535807,CDM,,,272.0,RC,,,inpatient,,,1010.28,757.71,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS OUT OF STATE HMO [11000109],,,,,,,,,,CDM,Unknown,Unknown,Unknown,0.0004876328628200717,,catheter balloon dilatation 8fr 30mmx5 80cm pts sizing
MRI T-Spine W/Cont,PX-61000027,CDM,72147,CPT,612.0,RC,,,inpatient,,,4773.0,3579.75,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS MA MEDICARE PPO BLUE REPLACEMENT [11000108],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.002303812675665202,,mri tspine wcont
Ko Single Upright Custom T1,PX-27000333,CDM,L1844,HCPCS,274.0,RC,,,inpatient,,,1713.95,1285.46,ELDER SERVICES [1037],SERENITY CARE PACE [103606],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0008272768424337616,,ko single upright custom t1
"NYSTATIN 100,000 UNIT/GRAM TOPICAL OINTMENT",RX-5750,CDM,25009999,HCPCS,250.0,RC,72578-0089-01,NDC,outpatient,15.0,GR,17.6,13.2,TUFTS HEALTH PLAN ALTERNATE [170002],TUFTS CARELINK BLENDED [17000211],,,42.8,,7.53,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,8.488686103466735e-06,,nystatin 100000 unitgram topical ointment
Platelets Pheresis Ea,PX-39000014,CDM,P9034,HCPCS,390.0,RC,,,inpatient,,,4164.0,3123.0,INTERNATIONAL COMMERCIAL [140001],AETNA INTERNATIONAL [14000102],,,77.5,,3227.1,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,0.002009862154227868,,platelets pheresis ea
REPAIR BICEP NUMBER 2 SYSTEM DELIVERY IMPLANT DISTAL STRAIGHT NEEDLE,SUP-178796,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,2975.0,2231.25,HARVARD PILGRIM ALTERNATE [120002],HARVARD PILGRIM UNITED PREFERRED A [12000202],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.001435958755231169,,repair bicep number 2 system delivery implant distal straight needle
Graft Bypass Subclav/Brachial,PX-76000953,CDM,35512,CPT,361.0,RC,,,inpatient,,,29740.0,22305.0,MGB HEALTH PLAN [150001],MGBHP HMO MEDICARE REPLACEMENT [15000115],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.014354818699845678,,graft bypass subclavbrachial
CATHETER DAWSON-MUELLER 12FR 25CM .038IN 5HOLE MULTIPURPOSE DRAINAGE BILIARY ENDOSCOPIC PIGTAIL ULTRATHANE,SUP-3861,CDM,C1729,HCPCS,272.0,RC,,,inpatient,,,230.37,172.78,MARTIN'S POINT [160007],MARTIN'S POINT GENERATIONS ADV HMO MEDICARE REPLACEMENT [16000702],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00011118956012857831,,catheter dawsonmueller 12fr 25cm 038in 5hole multipurpose drainage biliary endoscopic pigtail ultrathane
Xr Fluoro Cv Access Placement,PX-32000363,CDM,77001,CPT,320.0,RC,,,inpatient,,,1483.0,1112.25,CIGNA [1006],CIGNA PPO MEDICARE REPLACEMENT [100616],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.0007158041115784565,,xr fluoro cv access placement
Urea Nitrogen Sq,PX-30000722,CDM,84525,CPT,301.0,RC,,,outpatient,,,60.0,45.0,VETERANS ADMINISTRATION [160006],VETERANS ADMINISTRATION SPECIAL BILLING [16000605],,,,,60.0,12.31,28.25,other,APC grouping requires price history; No contract line matched,CPT,Unknown,Unknown,Unknown,2.8954206807806554e-05,,urea nitrogen sq
CATHETER URETERAL 5FRX115CM WHISTLE TIP 2 DRAINAGE EYES CS/10EA,SUP-40004,CDM,C1758,HCPCS,272.0,RC,,,inpatient,,,46.2,34.65,TUFTS HEALTH PLAN [170001],TUFTS SELECT [17000116],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,2.2293259031394067e-05,,catheter ureteral 5frx115cm whistle tip 2 drainage eyes cs10ea
ADAPTER PACEMAKER 6.1MM LEAD TO 3.2MM,SUP-187478,CDM,C1883,HCPCS,278.0,RC,,,inpatient,,,969.5,727.12,FALLON HEALTH [1008],FALLON ATRIUS ACO [100816],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00046794606161423033,,adapter pacemaker 61mm lead 32mm
Psych Grp Therapy Family Multi,PX-90000026,CDM,90849,CPT,916.0,RC,,,outpatient,,,111.0,83.25,VETERANS ADMINISTRATION [160006],VETERANS ADMINISTRATION OF NH [16000604],,31.15,,,31.15,31.15,83.07,fee schedule,,CPT,Unknown,Unknown,Unknown,5.3570752938026614e-05,,psych grp therapy family multi
NAIL BONE 11X380MM 130DEG LONG FEMORAL TFN ADVANCED TI CANNULATED LEFT,SUP-489993,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,4865.13,3648.85,HARVARD PILGRIM [120001],HARVARD PILGRIM HEALTH PLANS INC HMO [12000114],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0023482833511579656,,nail bone 11x380mm 130deg long femoral tfn advanced ti cannulated left
Stain Fat Feces Urine Sputum,PX-30000114,CDM,89125,CPT,300.0,RC,,,inpatient,,,72.0,54.0,HEALTH NEW ENGLAND [1034],HEALTH NEW ENGLAND MEDICARE HMO REPLACEMENT [103107],,,,,,,,,,CPT,Unknown,Unknown,Unknown,3.4746335309034806e-05,,stain fat feces urine sputum
HIP STEM 120MM FEMORAL PROSTALAC CEMENTED ED HIGH,SUP-129476,CDM,C1776,HCPCS,278.0,RC,,,inpatient,,,5847.5,4385.62,TUFTS HEALTH PLAN [170001],TUFTS SELECT [17000116],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.002822446297363514,,hip stem 120mm femoral prostalac cemented ed high
PAROXETINE 10 MG/5 ML ORAL SUSPENSION,RX-22959,CDM,25009999,HCPCS,259.0,RC,70954-0319-10,NDC,inpatient,250.0,ML,1442.88,,COVID19 HRSA UNINSURED TESTING AND TREATMENT FUND [160008],COVID19 HRSA UNINSURED TESTING AND TREATMENT FUND [16000801],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,,,paroxetine 10 mg5 ml oral suspension
HYDROCOIL AZUR CX 2MM 2CM .018IN DETACHABLE PERIPHERAL,SUP-530335,CDM,C1889,HCPCS,278.0,RC,,,inpatient,,,2625.0,1968.75,HARVARD PILGRIM ALTERNATE [120002],HARVARD PILGRIM UNITED PREFERRED A [12000202],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.001267021673945345,,hydrocoil azur cx 2mm 2cm 018in detachable peripheral
AMIODARONE ORAL SUSPENSION 20 MG/ML CMPD MGH,RX-7010972,CDM,25009999,HCPCS,259.0,RC,00000-0060-80,NDC,outpatient,120.0,ML,3.06,,CIGNA [1006],CIGNA MVP MEDICARE REPLACEMENT [100610],,,,,3.06,,,other,APC grouping requires price history; No contract line matched,HCPCS,Unknown,Unknown,Unknown,,,amiodarone oral suspension 20 mgml cmpd mgh
CLONIDINE ORAL SUSPENSION 20 MCG/ML CMPD NEO_PED_MGH_MEE_WDH,RX-7009920,CDM,25009999,HCPCS,259.0,RC,00000-0058-83,NDC,inpatient,60.0,ML,1.02,,VETERANS ADMINISTRATION [160006],VETERANS ADMINISTRATION SPECIAL BILLING [16000605],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,,,clonidine oral suspension 20 mcgml cmpd neopedmghmeewdh
Cautery Chemical Tissue Granulat,PX-76000218,CDM,17250,CPT,761.0,RC,,,inpatient,,,508.0,381.0,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS NEW ENGLAND ANTHEM NH [11000138],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.0002451936708536612,,cautery chemical tissue granulat
HC G100200 Treovance Stent-Graft W Del Systm,PX-62400080,CDM,,,624.0,RC,,,outpatient,,,26250.0,19687.5,CIGNA [1006],CIGNA PPO MEDICARE REPLACEMENT [100616],,,,,26250.0,,,other,APC grouping requires price history; No contract line matched,CDM,Unknown,Unknown,Unknown,0.012670274660738461,,hc g100200 treovance stentgraft w del systm
Pf Inj Paravert F Jnt L/S 2 Lev,PX-98300457,CDM,64494,CPT,983.0,RC,,,inpatient,,,269.0,201.75,HARVARD PILGRIM [120001],HARVARD PILGRIM HMO POS EPO [12000103],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.00012983377820419855,,pf inj paravert f jnt ls 2 lev
Laparoscopy Surg Rpr Initial Inguinal Hernia,PX-36000437,CDM,49650,CPT,361.0,RC,,,inpatient,,,7849.0,5886.75,HARVARD PILGRIM [120001],HPHC BILH TIERED PLUS HMO [12000124],,4136.27,,,7849.0,4136.27,4136.27,other,Multiple Surgery,CPT,Unknown,Unknown,Unknown,0.0037885282814800435,,laparoscopy surg rpr initial inguinal hernia
PLATE BONE 119MM 7 HOLE SEMI TUBULAR TITANIUM,SUP-184150,CDM,C1713,HCPCS,278.0,RC,,,inpatient,,,477.86,358.39,GENERIC MEDICARE REPLACEMENT [1010],WELLCARE HMO MEDICARE REPLACEMENT [101003],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.0002306425569189089,,plate bone 119mm 7 hole semi tubular titanium
FLUOCINONIDE-EMOLLIENT 0.05 % TOPICAL CREAM,RX-122332,CDM,25009999,HCPCS,259.0,RC,00093-0263-30,NDC,outpatient,30.0,GR,302.94,,UNITED HEALTHCARE [1016],UNITED SCO ERICKSON MEDICARE REPLACEMENT [101630],,,,,302.94,,,other,APC grouping requires price history; No contract line matched,HCPCS,Unknown,Unknown,Unknown,,,fluocinonideemollient 005 topical cream
HC Add Lwr Extrmty Soft Interface Below Knee Tier1,PX-27000426,CDM,L2820,HCPCS,274.0,RC,,,outpatient,,,126.0,94.5,WELLPOINT [1015],WELLPOINT GIC COMMUNITY CHOICE [101504],,,74.45,,93.81,124.34,327.4,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,6.0810913564561926e-05,,hc add lwr extrmty soft interface knee tier1
CIDOFOVIR 75 MG/ML INTRAVENOUS SOLUTION,RX-17378,CDM,J0740,HCPCS,636.0,RC,23155-0216-31,NDC,inpatient,5.0,ML,2555.06,1916.29,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS MA HMO POS [11000103],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.001233260000481519,,cidofovir 75 mgml intravenous solution
Plmt Urtrl Stent Prq Pre-Existing Nfros Tract,PX-76002189,CDM,50693,CPT,761.0,RC,,,inpatient,,,1577.0,1182.75,HARVARD PILGRIM [120001],HPHC ELEVATE OPTIONS [12000113],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.0007611757848380778,,plmt urtrl stent prq preexisting nfros tract
DEVICE INFLATION 60CC SPHERE BALLOON DILATION BX/1EA,SUP-644401,CDM,,,272.0,RC,,,outpatient,,,182.0,136.5,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS FEDERAL FOCUS [11000140],,,62.71,,114.13,,,percent of total billed charges,,CDM,Unknown,Unknown,Unknown,8.784084657029376e-05,,device inflation 60cc sphere balloon dilation bx1ea
CATHETER MAHURKAR 12FR 4.0X20CM ELITE ACUTE DUAL LUMEN CURVED EXTENSIONS WITH 2 SEALING CAPS PK/5EA,SUP-633206,CDM,C1750,HCPCS,278.0,RC,,,inpatient,,,170.07,127.55,HARVARD PILGRIM [120001],HARVARD PILGRIM FOCUS [12000111],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,8.208089656073901e-05,,catheter mahurkar 12fr 40x20cm elite acute dual lumen curved extensions 2 sealing caps pk5ea
R&B Private Med/Surg/Gyn,PX-11100001,CDM,11100001,LOCAL,111.0,RC,,,outpatient,,,6056.0,4542.0,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS MA MEDICARE HMO BLUE REPLACEMENT [11000107],,,,,,,,,,LOCAL,Unknown,Unknown,Unknown,0.0029230877479215225,,rb private medsurggyn
JAPANESE ENCEPHALITIS VACCINE (PF) 6 MCG/0.5 ML INTRAMUSCULAR SYRINGE,RX-99449,CDM,90738,HCPCS,636.0,RC,42515-0001-01,NDC,outpatient,0.5,ML,573.92,430.44,HARVARD PILGRIM [120001],HARVARD PILGRIM BILH DOMESTIC COMMUNITY HMO [12000119],,365.07,,,365.07,267.97,730.62,fee schedule,,HCPCS,Unknown,Unknown,Unknown,0.0002770117634204084,,japanese encephalitis vaccine pf 6 mcg05 ml intramuscular syringe
KETAMINE ORAL SOLUTION 10 MG/ML CMPD,RX-700174,CDM,25009999,HCPCS,259.0,RC,00000-0061-46,NDC,inpatient,2.0,ML,7.86,,MARTIN'S POINT [160007],MARTIN'S POINT GENERATIONS ADV HMO MEDICARE REPLACEMENT [16000702],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,,,ketamine oral solution 10 mgml cmpd
Bwh Galop 3 Immunassay Nos,PX-30002816,CDM,83520,CPT,301.0,RC,,,outpatient,,,213.0,159.75,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS OUT OF STATE HMO [11000109],,42.63,,,42.63,16.92,97.17,fee schedule,,CPT,Unknown,Unknown,Unknown,0.00010280384519846674,,bwh galop 3 immunassay nos
Remove Suture Cerclage Under Anes,PX-72000038,CDM,59871,CPT,361.0,RC,,,outpatient,,,4172.0,3129.0,COMMONWEALTH CARE ALLIANCE [1007],COMMONWEALTH CARE ALLIANCE ONE CARE MEDICARE REPLACEMENT [100702],,,,Paid using APC or APG reimbursement logic. Includes reimbursement for any outliers.,3412.18,140.2,7440.77,other,OPPS APC,CPT,Unknown,Unknown,Unknown,0.002013723573228687,,remove suture cerclage anes
Pf Anoscopy,PX-98300342,CDM,46600,CPT,983.0,RC,,,inpatient,,,331.0,248.25,HEALTH NEW ENGLAND [1034],HEALTH NEW ENGLAND MEDICARE POS PPO REPLACEMENT [103105],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.00015975977546054453,,pf anoscopy
"Standardized Cognitive Prformance Testiing, per Hr (Gn)",PX-44000087,CDM,96125,CPT,440.0,RC,,,inpatient,,,596.0,447.0,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS OUT OF STATE HMO MEDICARE REPLACEMENT [11000120],,,,,,,,,,CPT,Unknown,Unknown,Unknown,0.00028766927986266836,,standardized cognitive prformance testiing per hr gn
CANNULA VENOUS 13FR 12.5IN MIRCSP SILICONE MANUAL INFLATE WIREBOUND SMOOTH CUFF STOPCOCK STYLET CT/10CS/10EA,SUP-2855,CDM,C1887,HCPCS,272.0,RC,,,inpatient,,,279.3,209.47,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS NEW ENGLAND MA [11000134],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.00013480213731858546,,cannula venous 13fr 125in mircsp silicone manual inflate wirebound smooth cuff stopcock stylet ct10cs10ea
MARIBAVIR 200 MG TABLET,RX-209770,CDM,25009999,HCPCS,250.0,RC,64764-0800-28,NDC,inpatient,2.0,UN,1889.72,1417.29,TUFTS HEALTH PLAN [170001],TUFTS FREEDOM PPO [17000118],,,,,,,,,,HCPCS,Unknown,Unknown,Unknown,0.000912118653580086,,maribavir 200 mg tablet
Conization Cervix Cold Knife/Laser,PX-76001373,CDM,57520,CPT,761.0,RC,,,outpatient,,,8519.0,6389.25,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS NEW ENGLAND RI [11000139],,2700.25,,,8519.0,2125.14,4191.77,other,ASC ,CPT,Unknown,Unknown,Unknown,0.004111922122798621,,conization cervix cold knifelaser
Chloride Urine,PX-30000360,CDM,82436,CPT,301.0,RC,,,outpatient,,,78.0,58.5,HUMANA [1012],HUMANA HMO MEDICARE REPLACEMENT [101201],,5.75,,,5.75,5.64,37.78,fee schedule,,CPT,Unknown,Unknown,Unknown,3.764239955964893e-05,,chloride urine
Acq Fee Intestine Cadaver,PX-81200009,CDM,81200009,LOCAL,812.0,RC,,,inpatient,,,55822.0,41866.5,BLUE CROSS BLUE SHIELD [110001],BLUE CROSS ANTHEM NH PPO [11000119],,,,,,,,,,LOCAL,Unknown,Unknown,Unknown,0.02694400999726528,,acq fee intestine cadaver
KNEE IMPLANT 13CM FEMORAL COMPONENT SEGMENT DIAPHYSL OSS WITH SCREW ONC 03,SUP-177381,CDM,C1776,HCPCS,278.0,RC,,,outpatient,,,6853.88,5140.41,INTERNATIONAL COMMERCIAL [140001],GMMI [14000118],,,65.0,,4455.02,,,percent of total billed charges,,HCPCS,Unknown,Unknown,Unknown,0.0033082063719681886,,knee implant 13cm femoral component segment diaphysl oss screw onc 03
Heart Transmedics Ex Vivo Perfusion Disposable Ide# G140111,PX-62400102,CDM,,,624.0,RC,,,inpatient,,,152500.0,114375.0,TUFTS HEALTH PLAN [170001],TUFTS PPO [17000106],,,,,,,,,,CDM,Unknown,Unknown,Unknown,0.07360829326741068,,heart transmedics ex vivo perfusion disposable ide g140111
